,ele,times,hr,cad,lat,lon
1707,71.4000015258789,1707.0,139.0,83.0,49.24067437648773,-123.15133245661855
1708,71.4000015258789,1708.0,139.0,83.0,49.24066951498389,-123.15129934810102
1709,71.4000015258789,1709.0,139.0,84.0,49.240662306547165,-123.15126649104059
1710,71.4000015258789,1710.0,139.0,84.0,49.240657445043325,-123.15123438835144
1711,71.4000015258789,1711.0,139.0,84.0,49.24065082333982,-123.1512022856623
1712,71.4000015258789,1712.0,139.0,83.0,49.240645626559854,-123.1511690095067
1713,71.5999984741211,1713.0,139.0,84.0,49.24063682556152,-123.15113347023726
1714,71.4000015258789,1714.0,139.0,83.0,49.24063162878156,-123.15109876915812
1715,71.4000015258789,1715.0,139.0,83.0,49.24062450416386,-123.15106943249702
1716,71.19999694824219,1716.0,140.0,83.0,49.240618804469705,-123.15103665925562
1717,71.19999694824219,1717.0,139.0,83.0,49.240611009299755,-123.15100321546197
1718,71.0,1718.0,139.0,83.0,49.24060354940593,-123.1509705260396
1719,71.0,1719.0,140.0,83.0,49.24059868790209,-123.15093683078885
1720,70.80000305175781,1720.0,140.0,83.0,49.24059307202697,-123.1509033869952
1721,70.5999984741211,1721.0,142.0,84.0,49.24059055745602,-123.15086977556348
1722,70.4000015258789,1722.0,143.0,84.0,49.240586115047336,-123.15083499066532
1723,70.4000015258789,1723.0,143.0,83.0,49.24058049917221,-123.15080054104328
1724,70.19999694824219,1724.0,143.0,83.0,49.24057547003031,-123.15076936036348
1725,70.19999694824219,1725.0,142.0,84.0,49.240566585212946,-123.15073859877884
1726,70.19999694824219,1726.0,142.0,84.0,49.240563148632646,-123.15071118995547
1727,70.19999694824219,1727.0,142.0,85.0,49.24055987969041,-123.15068151801825
1728,70.19999694824219,1728.0,142.0,85.0,49.24055661074817,-123.15065058879554
1729,70.0,1729.0,142.0,84.0,49.24055200070143,-123.15061706118286
1730,70.0,1730.0,142.0,84.0,49.24054856412113,-123.15058512613177
1731,70.0,1731.0,141.0,84.0,49.24054395407438,-123.15055386163294
1732,70.0,1732.0,141.0,84.0,49.24053884111345,-123.15052100457251
1733,70.0,1733.0,141.0,84.0,49.240534231066704,-123.15049284137785
1734,70.0,1734.0,141.0,84.0,49.24052811227739,-123.15046417526901
1735,70.0,1735.0,142.0,84.0,49.2405239213258,-123.1504332460463
1736,70.0,1736.0,142.0,84.0,49.240520568564534,-123.15040315501392
1737,70.0,1737.0,143.0,84.0,49.24050665460527,-123.15037021413445
1738,69.80000305175781,1738.0,143.0,84.0,49.2404998652637,-123.1503365188837
1739,69.80000305175781,1739.0,143.0,84.0,49.24048729240894,-123.15030181780457
1740,69.5999984741211,1740.0,143.0,85.0,49.2404808383435,-123.15026602707803
1741,69.5999984741211,1741.0,143.0,85.0,49.240475138649344,-123.15023241564631
1742,69.4000015258789,1742.0,144.0,85.0,49.24047002568841,-123.15020098350942
1743,69.4000015258789,1743.0,144.0,85.0,49.24046608619392,-123.15016745589674
1744,69.5999984741211,1744.0,143.0,85.0,49.24045938067138,-123.15013577230275
1745,69.80000305175781,1745.0,143.0,85.0,49.24045552499592,-123.15010584890842
1746,69.80000305175781,1746.0,142.0,85.0,49.24045250751078,-123.15007508732378
1747,70.0,1747.0,142.0,85.0,49.24044722691178,-123.15004264935851
1748,70.0,1748.0,143.0,85.0,49.24044311977923,-123.15001146867871
1749,70.19999694824219,1749.0,143.0,85.0,49.24043683335185,-123.14997710287571
1750,70.19999694824219,1750.0,144.0,85.0,49.240431636571884,-123.14994265325367
1751,70.19999694824219,1751.0,144.0,85.0,49.24042568542063,-123.14991164021194
1752,70.19999694824219,1752.0,144.0,85.0,49.2404205724597,-123.14988465048373
1753,70.19999694824219,1753.0,144.0,85.0,49.24041721969843,-123.14985715784132
1754,70.19999694824219,1754.0,144.0,85.0,49.240413615480065,-123.14982815645635
1755,70.19999694824219,1755.0,143.0,86.0,49.24041126854718,-123.14979362301528
1756,70.0,1756.0,143.0,85.0,49.240409256890416,-123.1497614365071
1757,70.0,1757.0,142.0,85.0,49.240409675985575,-123.14973151311278
1758,69.80000305175781,1758.0,142.0,84.0,49.24041051417589,-123.14969832077622
1759,69.5999984741211,1759.0,141.0,84.0,49.24041152000427,-123.14966353587806
1760,69.5999984741211,1760.0,141.0,85.0,49.240411100909114,-123.14962841570377
1761,69.5999984741211,1761.0,140.0,85.0,49.240406239405274,-123.14959329552948
1762,69.4000015258789,1762.0,140.0,85.0,49.240405233576894,-123.14956379123032
